progress,loss,accuracy
21.29,0.0,0.96
21.3,0.0,0.96
21.31,0.0,0.97
21.32,0.0,0.97
21.33,0.0,0.97
21.34,0.0,0.97
21.35,0.0,0.96
21.36,0.0,0.97
21.37,0.0,0.97
21.38,0.0,0.97
21.39,0.0,0.96
21.4,0.0,0.96
21.41,0.0,0.97
21.42,0.0,0.97
21.42,0.0,0.97
21.43,0.0,0.97
21.44,0.0,0.96
21.45,0.0,0.97
21.46,0.0,0.96
21.47,0.0,0.96
21.48,0.0,0.97
21.49,0.0,0.97
21.5,0.0,0.97
21.51,0.0,0.96
21.52,0.0,0.97
21.53,0.0,0.97
21.54,0.0,0.97
21.54,0.0,0.97
21.55,0.0,0.97
21.56,0.0,0.97
21.57,0.0,0.97
21.58,0.0,0.97
21.59,0.0,0.97
21.6,0.0,0.97
21.61,0.0,0.97
21.62,0.0,0.97
21.63,0.0,0.97
21.64,0.0,0.97
21.65,0.0,0.97
21.66,0.0,0.97
21.67,0.0,0.97
21.67,0.0,0.97
21.68,0.0,0.97
21.69,0.0,0.97
21.7,0.0,0.97
21.71,0.0,0.97
21.72,0.0,0.97
21.73,0.0,0.97
21.74,0.0,0.97
21.75,0.0,0.97
21.76,0.0,0.97
21.77,0.0,0.97
21.78,0.0,0.97
21.79,0.0,0.97
21.79,0.0,0.97
21.8,0.0,0.96
21.81,0.0,0.97
21.82,0.0,0.97
21.83,0.0,0.97
21.84,0.0,0.96
21.85,0.0,0.97
21.86,0.0,0.97
21.87,0.0,0.97
21.88,0.0,0.97
21.89,0.0,0.97
21.9,0.0,0.97
21.91,0.0,0.97
21.92,0.0,0.97
21.92,0.0,0.97
21.93,0.0,0.97
21.94,0.0,0.97
21.95,0.0,0.97
21.96,0.0,0.97
21.97,0.0,0.97
21.98,0.0,0.97
21.99,0.0,0.97
22.0,0.0,0.99
22.01,0.0,0.97
22.02,0.0,0.97
22.03,0.0,0.97
22.04,0.0,0.97
22.04,0.0,0.97
22.05,0.0,0.97
22.06,0.0,0.96
22.07,0.0,0.96
22.08,0.0,0.97
22.09,0.0,0.97
22.1,0.0,0.97
22.11,0.0,0.97
22.12,0.0,0.97
22.13,0.0,0.97
22.14,0.0,0.97
22.15,0.0,0.97
22.16,0.0,0.97
22.17,0.0,0.97
22.17,0.0,0.97
22.18,0.0,0.96
22.19,0.0,0.96
22.2,0.0,0.96
22.21,0.0,0.97
22.22,0.0,0.97
22.23,0.0,0.97
22.24,0.0,0.97
22.25,0.0,0.97
22.26,0.0,0.97
22.27,0.0,0.97
22.28,0.0,0.96
22.29,0.0,0.97
22.29,0.0,0.97
22.3,0.0,0.97
22.31,0.0,0.97
22.32,0.0,0.97
22.33,0.0,0.97
22.34,0.0,0.99
22.35,0.0,0.97
22.36,0.0,0.97
22.37,0.0,0.96
22.38,0.0,0.94
22.39,0.0,0.99
22.4,0.0,0.97
22.41,0.0,0.96
22.42,0.0,0.97
22.42,0.0,0.96
22.43,0.0,0.99
22.44,0.0,0.97
22.45,0.0,0.97
22.46,0.0,0.96
22.47,0.0,0.99
22.48,0.0,0.94
22.49,0.0,0.96
22.5,0.0,0.96
22.51,0.0,0.96
22.52,0.0,0.94
22.53,0.0,0.96
22.54,0.0,0.94
22.54,0.0,0.96
22.55,0.0,0.94
22.56,0.0,0.94
22.57,0.0,0.96
22.58,0.0,0.96
22.59,0.0,0.97
22.6,0.0,0.96
22.61,0.0,0.97
22.62,0.0,0.97
22.63,0.0,0.96
22.64,0.0,0.97
22.65,0.0,0.97
22.66,0.0,0.96
22.67,0.0,0.96
22.67,0.0,0.97
22.68,0.0,0.97
22.69,0.0,0.97
22.7,0.0,0.99
22.71,0.0,0.97
22.72,0.0,0.96
22.73,0.0,0.99
22.74,0.0,0.97
22.75,0.0,0.96
22.76,0.0,0.96
22.77,0.0,0.96
22.78,0.0,0.99
22.79,0.0,0.97
22.79,0.0,0.97
22.8,0.0,0.96
22.81,0.0,0.97
22.82,0.0,0.97
22.83,0.0,0.97
22.84,0.0,0.97
22.85,0.0,0.97
22.86,0.0,0.97
22.87,0.0,0.97
22.88,0.0,0.97
22.89,0.0,0.96
22.9,0.0,0.97
22.91,0.0,0.97
22.92,0.0,0.96
22.92,0.0,0.96
22.93,0.0,0.97
22.94,0.0,0.97
22.95,0.0,0.96
22.96,0.0,0.96
22.97,0.0,0.97
22.98,0.0,0.97
22.99,0.0,0.97
23.0,0.0,0.97
23.01,0.0,0.97
23.02,0.0,0.97
23.03,0.0,0.97
23.04,0.0,0.97
23.04,0.0,0.97
23.05,0.0,0.97
23.06,0.0,0.97
23.07,0.0,0.97
23.08,0.0,0.97
23.09,0.0,0.97
23.1,0.0,0.97
23.11,0.0,0.96
23.12,0.0,0.96
23.13,0.0,0.96
23.14,0.0,0.96
23.15,0.0,0.97
23.16,0.0,0.96
23.17,0.0,0.97
23.17,0.0,0.96
23.18,0.0,0.97
23.19,0.0,0.96
23.2,0.0,0.96
23.21,0.0,0.97
23.22,0.0,0.96
23.23,0.0,0.97
23.24,0.0,0.96
23.25,0.0,0.97
23.26,0.0,0.96
23.27,0.0,0.97
23.28,0.0,0.96
23.29,0.0,0.96
23.29,0.0,0.96
23.3,0.0,0.96
23.31,0.0,0.96
23.32,0.0,0.96
23.33,0.0,0.97
23.34,0.0,0.96
23.35,0.0,0.96
23.36,0.0,0.96
23.37,0.0,0.96
23.38,0.0,0.97
23.39,0.0,0.97
23.4,0.0,0.96
23.41,0.0,0.96
23.42,0.0,0.96
23.42,0.0,0.97
23.43,0.0,0.96
23.44,0.0,0.97
23.45,0.0,0.97
23.46,0.0,0.96
23.47,0.0,0.96
23.48,0.0,0.96
23.49,0.0,0.96
23.5,0.0,0.96
23.51,0.0,0.96
23.52,0.0,0.97
23.53,0.0,0.96
23.54,0.0,0.97
23.54,0.0,0.97
23.55,0.0,0.97
23.56,0.0,0.96
23.57,0.0,0.96
23.58,0.0,0.96
23.59,0.0,0.97
23.6,0.0,0.96
23.61,0.0,0.96
23.62,0.0,0.96
23.63,0.0,0.97
23.64,0.0,0.97
23.65,0.0,0.97
23.66,0.0,0.96
23.67,0.0,0.96
23.67,0.0,0.97
23.68,0.0,0.97
23.69,0.0,0.96
23.7,0.0,0.97
23.71,0.0,0.97
23.72,0.0,0.96
23.73,0.0,0.97
23.74,0.0,0.96
23.75,0.0,0.96
23.76,0.0,0.97
23.77,0.0,0.96
23.78,0.0,0.96
23.79,0.0,0.97
23.79,0.0,0.96
23.8,0.0,0.94
23.81,0.0,0.94
23.82,0.0,0.97
23.83,0.0,0.94
23.84,0.0,0.96
23.85,0.0,0.96
23.86,0.0,0.93
23.87,0.0,0.94
23.88,0.0,0.96
23.89,0.0,0.96
23.9,0.0,0.94
23.91,0.0,0.94
23.92,0.0,0.94
23.92,0.0,0.94
23.93,0.0,0.93
23.94,0.0,0.93
23.95,0.0,0.96
23.96,0.0,0.94
23.97,0.0,0.93
23.98,0.0,0.96
23.99,0.0,0.94
24.0,0.0,0.96
24.01,0.0,0.94
24.02,0.0,0.93
24.03,0.0,0.94
24.04,0.0,0.96
24.04,0.0,0.94
24.05,0.0,0.94
24.06,0.0,0.94
24.07,0.0,0.96
24.08,0.0,0.94
24.09,0.0,0.94
24.1,0.0,0.93
24.11,0.0,0.94
24.12,0.0,0.94
24.13,0.0,0.94
24.14,0.0,0.94
24.15,0.0,0.96
24.16,0.0,0.97
24.17,0.0,0.94
24.17,0.0,0.94
24.18,0.0,0.96
24.19,0.0,0.94
24.2,0.0,0.93
24.21,0.0,0.94
24.22,0.0,0.94
24.23,0.0,0.96
24.24,0.0,0.94
24.25,0.0,0.96
24.26,0.0,0.94
24.27,0.0,0.96
24.28,0.0,0.96
24.29,0.0,0.96
24.29,0.0,0.94
24.3,0.0,0.93
24.31,0.0,0.97
24.32,0.0,0.94
24.33,0.0,0.94
24.34,0.0,0.96
24.35,0.0,0.96
24.36,0.0,0.97
24.37,0.0,0.97
24.38,0.0,0.97
24.39,0.0,0.97
24.4,0.0,0.97
24.41,0.0,0.97
24.42,0.0,0.97
24.42,0.0,0.97
24.43,0.0,0.97
24.44,0.0,0.97
24.45,0.0,0.97
24.46,0.0,0.97
24.47,0.0,0.97
24.48,0.0,0.96
24.49,0.0,0.97
24.5,0.0,0.97
24.51,0.0,0.97
24.52,0.0,0.99
24.53,0.0,0.97
24.54,0.0,0.97
24.54,0.0,0.97
24.55,0.0,0.97
24.56,0.0,0.97
24.57,0.0,0.97
24.58,0.0,0.97
24.59,0.0,0.97
24.6,0.0,0.97
24.61,0.0,0.97
24.62,0.0,0.96
24.63,0.0,0.97
24.64,0.0,0.97
24.65,0.0,0.97
24.66,0.0,0.97
24.67,0.0,0.97
24.67,0.0,0.97
24.68,0.0,0.97
24.69,0.0,0.97
24.7,0.0,0.97
24.71,0.0,0.97
24.72,0.0,0.97
24.73,0.0,0.97
24.74,0.0,0.97
24.75,0.0,0.97
24.76,0.0,0.97
24.77,0.0,0.97
24.78,0.0,0.96
24.79,0.0,0.97
24.79,0.0,0.97
24.8,0.0,0.97
24.81,0.0,0.97
24.82,0.0,0.96
24.83,0.0,0.97
24.84,0.0,0.97
24.85,0.0,0.97
24.86,0.0,0.96
24.87,0.0,0.97
24.88,0.0,0.99
24.89,0.0,0.97
24.9,0.0,0.96
24.91,0.0,0.97
24.92,0.0,0.96
24.92,0.0,0.96
24.93,0.0,0.97
24.94,0.0,0.96
24.95,0.0,0.97
24.96,0.0,0.96
24.97,0.0,0.97
24.98,0.0,0.97
24.99,0.0,0.97
25.0,0.0,0.96
